NA	53.000000	-60.000000	Newfoundland and Labrador
NA	55.000000	-106.000000	Saskatchewan
NA	46.250000	-63.000000	Prince Edward Island
NA	50.000000	-85.000000	Ontario
NA	45.000000	-63.000000	Nova Scotia
NA	55.000000	-115.000000	Alberta
NA	53.726669	-123.647621	British Columbia
NA	53.760860	-98.813873	Manitoba
NA	46.498390	-66.159668	New Brunswick
NA	53.000000	-70.000000	Quebec
